"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000227232",185.251919468609,-0.0346885907592367,0.148024248466417,-0.234343974846166,0.814717949222776,0.975585621464104
"ENSG00000233750",35.7342394514033,0.0442812891295399,0.326723413523701,0.135531422899778,0.892191721573037,0.988862255847506
"ENSG00000237683",111.653818780761,0.187370778784522,0.210191541360579,0.891428730060511,0.372699210410325,0.850360327511431
"ENSG00000241860",47.5286560689888,-0.262495585912948,0.285277776690876,-0.92014032413533,0.357499434413544,0.842632492009065
"ENSG00000237094",101.759299740155,0.0165468714923755,0.200787628798827,0.0824098157409594,0.934320830769337,0.991145282441541
"ENSG00000225972",2769.56589887041,0.334943447030448,0.429100981684186,0.780570218496874,0.435055313475728,0.878546086162929
"ENSG00000225630",12494.2214027618,0.109666904137494,0.23501529225787,0.466637311486787,0.64075938754026,0.943591331396488
"ENSG00000237973",91930.8713268954,-0.00274483822313752,0.0714501359380437,-0.0384161371717703,0.969355894876606,0.995955974127971
"ENSG00000229344",5499.46033809414,0.410715342750084,0.294526684488496,1.39449280618961,0.163168840354096,0.684534155851069
"ENSG00000240409",256.6217401597,0.553467756543331,0.504174339775121,1.09777057830868,0.272304681873612,0.788822089718344
"ENSG00000248527",13283.9808671304,0.395341228342557,0.37970760486817,1.04117279526128,0.297795359292077,0.807701342868969
"ENSG00000198744",16963.7981589681,0.26905284111811,0.271727299189971,0.990157565765994,0.322097109922781,0.821949343515808
"ENSG00000229376",20.4674292404742,-0.467497909617799,0.427699231397598,-1.09305295707488,0.274370549009964,0.789369143773017
"ENSG00000224956",73.5683458782415,-0.10674788308526,0.237177105100796,-0.450076675992372,0.652655154004462,0.94532466512917
"ENSG00000235373",27.4917214716849,0.040787147169814,0.356233880171167,0.114495418431891,0.908845078078478,0.98986210916977
"ENSG00000228327",46.6408654414142,-0.00608744603368187,0.275524106418138,-0.0220940596190284,0.982372925058193,0.997667924268505
"ENSG00000237491",77.373829896368,-0.32536035558407,0.237338233880365,-1.37087206837511,0.170414839898466,0.693381809273522
"ENSG00000225880",33.0378333380354,-0.369109841860153,0.325427449180339,-1.13423081792835,0.256697740071238,0.778156808967257
"ENSG00000228794",176.170670692383,0.125083400861917,0.151133718655698,0.82763397853574,0.40787781919936,0.866104884402697
"ENSG00000223764",31.0818281095385,0.437386199374159,0.346409748104264,1.26262670657442,0.206723365413622,0.734391867901586
"ENSG00000187634",46.1845968696994,0.649802241483162,0.30736937606202,2.11407606641999,0.0345087709909844,0.336165487052168
"ENSG00000188976",659.555026770438,-0.0116578459840167,0.0876823650169341,-0.132955423610726,0.894228634233467,0.98888299786562
"ENSG00000187961",246.015405816623,-0.080099414991864,0.145100369571979,-0.552027642852622,0.580929414404199,0.930378370287542
"ENSG00000187583",332.270750453984,-0.212857201588659,0.115780805352503,-1.83844982715918,0.06599614860472,0.460029230096938
"ENSG00000187642",74.7464371527096,-0.293490163845857,0.230969189816605,-1.27068967111542,0.203839071578306,0.73136093230351
"ENSG00000272512",141.969529129346,-0.233091622678622,0.184284372401947,-1.26484747263441,0.205926009981705,0.7335433133343
"ENSG00000188290",401.977542788971,0.109802694408054,0.114981279344237,0.954961494899706,0.339597169500107,0.833464363731673
"ENSG00000187608",8110.28800197422,-0.055925454176812,0.0654596480621504,-0.854350058889926,0.392911058360338,0.858292287430327
"ENSG00000188157",19984.4738251856,-0.161132650177217,0.0642435300362939,-2.50815374071422,0.0121363849972366,0.18480047946923
"ENSG00000217801",102.503710169853,0.0473946823703707,0.192145587486398,0.246660269384149,0.80517115703056,0.974743444589417
"ENSG00000237330",391.237507483156,0.522540503275239,0.127255278120486,4.10623835013347,4.02154518813153e-05,0.00202700931394298
"ENSG00000131591",508.301006236953,0.0912557044057645,0.108450197094412,0.841452637714632,0.400094407537834,0.862549771281913
"ENSG00000272141",49.7422626089277,-0.0657367637750257,0.282254451123498,-0.232898944598975,0.815839877998721,0.975764464927404
"ENSG00000162571",21.1969401512189,0.30734593548444,0.428016690386895,0.718069978081047,0.472714140217205,0.894380655555814
"ENSG00000186891",138.104490645699,-0.0732542201946044,0.175596486151755,-0.417173610930324,0.676551425795567,0.951340513775342
"ENSG00000078808",3544.12943556444,0.0401339291892981,0.0633166616304496,0.633860474570524,0.526171882397125,0.912727481808054
"ENSG00000176022",968.09859684479,0.039484986965611,0.0874033008249706,0.451756244820566,0.651444594277189,0.944847820788245
