,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
ENSG00000142973,116.0740811,1.32333918,0.204215279,6.480118381,9.17E-11,3.93E-09,
ENSG00000138347,17.80990522,1.322025766,0.473600217,2.791438262,0.005247437,0.034735092,
ENSG00000105048,215.8258853,1.320214083,0.145316517,9.085093087,1.04E-19,1.21E-17,
ENSG00000170412,1303.431345,1.313949764,0.088846774,14.78894178,1.73E-49,1.24E-46,
ENSG00000131094,602.0977979,1.312661657,0.274954916,4.774097785,1.81E-06,3.67E-05,
ENSG00000058335,55.02744062,1.304966209,0.276925273,4.712340609,2.45E-06,4.86E-05,
ENSG00000174776,26.79308354,1.303172044,0.392192424,3.322787398,0.000891228,0.008120207,
ENSG00000157884,19.27206218,1.301692721,0.454531497,2.863811926,0.004185765,0.028947336,
ENSG00000268531,28.93082368,1.293404717,0.388803647,3.326627015,0.000879039,0.008030879,
ENSG00000119630,20.35882881,1.292254955,0.44342851,2.91423516,0.003565612,0.02551038,
ENSG00000105219,18.40515204,1.291841805,0.463552511,2.786829484,0.005322648,0.035126357,
ENSG00000211445,5737.408989,1.291043809,0.180176817,7.165426889,7.75E-13,4.44E-11,
ENSG00000171102,32.47831121,1.290778931,0.35408317,3.6454117,0.000266964,0.002922122,
ENSG00000196208,3140.561362,1.288968375,0.068903178,18.70695089,4.35E-78,7.94E-75,
ENSG00000160117,38.15493898,1.284371851,0.327632356,3.920161814,8.85E-05,0.001149163,
ENSG00000104814,20.41467166,1.28102696,0.465815902,2.750071336,0.005958229,0.038513779,
ENSG00000101210,100.8000503,1.280302545,0.204965935,6.246416257,4.20E-10,1.62E-08,
ENSG00000228221,16.90444585,1.271183913,0.479670189,2.650120734,0.008046301,0.048704486,
ENSG00000136689,82.93939131,1.264870691,0.229617056,5.508609491,3.62E-08,1.04E-06,
ENSG00000226608,6017.432311,1.264461107,0.069102397,18.29836831,8.53E-75,1.22E-71,
ENSG00000140481,37.70552942,1.257105022,0.340604755,3.690802913,0.000223547,0.002517413,
ENSG00000171759,39.71574102,1.255720087,0.324843648,3.865613791,0.00011081,0.001387026,
ENSG00000144481,257.5551932,1.249491389,0.139890363,8.931933276,4.19E-19,4.62E-17,
ENSG00000102924,455.3311787,1.246676936,0.101189502,12.32022013,7.05E-35,2.28E-32,
ENSG00000272449,29.4782954,1.245938717,0.365881794,3.405303948,0.000660904,0.006334719,
ENSG00000124102,239.2566163,1.244256231,0.142941185,8.704672682,3.18E-18,3.22E-16,
ENSG00000074410,359.2241408,1.243291028,0.11044979,11.25661736,2.15E-29,5.13E-27,
ENSG00000137880,23.48955379,1.24285769,0.428642458,2.899520727,0.003737336,0.026456338,
ENSG00000232368,1242.329326,1.242574278,0.082975812,14.97513854,1.07E-50,8.94E-48,
ENSG00000171126,32.69858389,1.238928637,0.349209006,3.547814105,0.000388442,0.004018437,
ENSG00000103485,2003.87793,1.237749408,0.057379275,21.57136707,3.34E-103,1.34E-99,
ENSG00000196155,46.54017521,1.233821406,0.320464287,3.850105791,0.000118067,0.001465079,
ENSG00000021300,226.598722,1.232965571,0.136208511,9.052045025,1.40E-19,1.62E-17,
ENSG00000168754,35.75111169,1.225093158,0.341018394,3.592454774,0.000327578,0.003476509,
ENSG00000229647,72.05869375,1.221103693,0.240140003,5.084965754,3.68E-07,8.79E-06,
ENSG00000121552,75.2150562,1.203100516,0.233870876,5.144293871,2.69E-07,6.67E-06,
ENSG00000145198,30.69276565,1.195911446,0.388303265,3.079838757,0.002071127,0.016465746,
ENSG00000025039,575.0828217,1.191680538,0.091918818,12.96448937,1.95E-38,7.82E-36,
ENSG00000226549,5333.800892,1.187588362,0.179205933,6.626947788,3.43E-11,1.59E-09,
ENSG00000063180,51.59588969,1.185677147,0.279779588,4.237897245,2.26E-05,0.000347872,
ENSG00000171401,118.14623,1.179881287,0.193005621,6.113196483,9.77E-10,3.57E-08,
ENSG00000241695,24.06120289,1.178857436,0.406822829,2.897717019,0.003758896,0.026577181,
ENSG00000184828,28.56623257,1.175603762,0.409490543,2.870893557,0.004093133,0.028412259,
ENSG00000116983,74.76436552,1.175276682,0.253949829,4.627987691,3.69E-06,7.04E-05,
ENSG00000187140,33.72440253,1.171307042,0.341355425,3.43134152,0.000600604,0.005828848,
ENSG00000235609,75.53589257,1.160154194,0.233425599,4.970124098,6.69E-07,1.52E-05,
ENSG00000166741,98.93285989,1.15936846,0.21465186,5.401157298,6.62E-08,1.81E-06,
ENSG00000017373,35.01329998,1.158865652,0.332061011,3.489917863,0.000483169,0.004858291,
ENSG00000165495,20.98037675,1.151220794,0.429279022,2.681754137,0.007323726,0.045225818,
ENSG00000105711,30.75737006,1.149027752,0.351494421,3.268978631,0.001079365,0.009553717,
ENSG00000255305,28.26970055,1.148992466,0.374118672,3.071197868,0.002132018,0.016849821,
ENSG00000155792,582.6898886,1.142235387,0.096434009,11.84473614,2.29E-32,6.48E-30,
ENSG00000069431,29.98108295,1.141668595,0.381595555,2.991828864,0.002773117,0.020888359,
ENSG00000134258,148.4200546,1.140550935,0.192385086,5.928478973,3.06E-09,1.03E-07,
ENSG00000132718,299.9836307,1.13031451,0.120594653,9.37284105,7.06E-21,9.27E-19,
ENSG00000196126,32.11171853,1.129383095,0.348060747,3.244787315,0.001175384,0.01023557,
ENSG00000103888,364.2234039,1.128132756,0.116843654,9.655062302,4.68E-22,6.71E-20,
ENSG00000237512,56.54459049,1.126422301,0.279464949,4.030638919,5.56E-05,0.000767524,
ENSG00000250510,57.1003029,1.125965754,0.284981463,3.951014018,7.78E-05,0.00102992,
ENSG00000130475,79.8906468,1.121704288,0.232457135,4.825424224,1.40E-06,2.96E-05,
ENSG00000165046,195.8300993,1.120367338,0.145740415,7.687416972,1.50E-14,1.08E-12,
ENSG00000110811,35.00987955,1.119149108,0.329929887,3.392081626,0.000693638,0.006582514,
ENSG00000087086,13133.33073,1.115475714,0.054685679,20.39794944,1.74E-92,5.84E-89,
ENSG00000168671,123.4374391,1.103756966,0.177688958,6.211736382,5.24E-10,1.98E-08,
ENSG00000198133,34.22734238,1.085601902,0.347275297,3.126055646,0.00177168,0.014445234,
ENSG00000254558,49.08005336,1.085372829,0.278590841,3.895938669,9.78E-05,0.001251711,
ENSG00000205362,244.1690547,1.078114956,0.132127495,8.159656364,3.36E-16,2.82E-14,
ENSG00000268343,26.94947522,1.077011946,0.376636783,2.859550617,0.004242417,0.029268599,
ENSG00000173947,43.18428599,1.072556984,0.299483716,3.581353263,0.000341819,0.003604801,
ENSG00000235961,30.9109845,1.064795649,0.352040252,3.024641762,0.002489278,0.019090742,
ENSG00000151365,144.2789891,1.064552161,0.178440633,5.965861816,2.43E-09,8.36E-08,
ENSG00000101335,69.71491188,1.061733336,0.244391754,4.344390996,1.40E-05,0.000227008,
ENSG00000224189,25.84393897,1.056526589,0.396367767,2.665520956,0.007686914,0.046967793,
ENSG00000143382,347.3540354,1.055914558,0.113466654,9.305946022,1.33E-20,1.69E-18,
ENSG00000134824,4657.099924,1.055575684,0.064703286,16.31409689,7.84E-60,7.87E-57,
ENSG00000113303,61.58072338,1.045073119,0.25181324,4.150191306,3.32E-05,0.000487498,
ENSG00000099194,14185.64177,1.043337124,0.130222373,8.011965218,1.13E-15,9.14E-14,
ENSG00000241476,38.5842494,1.043093979,0.324294605,3.216501181,0.00129764,0.01113609,
ENSG00000136167,66.25052512,1.04152367,0.247111533,4.214791832,2.50E-05,0.000381372,
ENSG00000163121,54.31710619,1.039656372,0.263927247,3.939177871,8.18E-05,0.001072883,
ENSG00000167748,44.64832097,1.030168889,0.290145696,3.550522728,0.000384467,0.003983466,
ENSG00000168646,120.223722,1.029932976,0.221975743,4.639844705,3.49E-06,6.71E-05,
ENSG00000158516,41.6572811,1.027543176,0.3033286,3.387557833,0.000705178,0.006675334,
ENSG00000128274,58.33415662,1.025344856,0.28018039,3.659588231,0.000252621,0.002785485,
ENSG00000116774,1098.181928,1.024696606,0.070905732,14.45153407,2.45E-47,1.59E-44,
ENSG00000125378,221.3553713,1.020608461,0.158952612,6.420834798,1.36E-10,5.65E-09,
ENSG00000027869,46.84771873,1.020366449,0.28702247,3.555005467,0.000377971,0.003922232,
ENSG00000236829,32.92171314,1.016389327,0.356699443,2.849427846,0.004379794,0.030061339,
ENSG00000181444,78.19469462,1.014000139,0.220683287,4.594820717,4.33E-06,8.09E-05,
ENSG00000254343,53.34399593,1.007233546,0.278541855,3.616094059,0.000299082,0.003221744,
ENSG00000211714,35.23293849,1.005851838,0.331110068,3.037817134,0.002382985,0.018469974,
ENSG00000101144,197.1204144,1.002383532,0.156033667,6.424149051,1.33E-10,5.54E-09,
ENSG00000173210,176.0208215,1.001998237,0.153897079,6.51083338,7.47E-11,3.26E-09,
ENSG00000162975,1776.707217,0.997646416,0.070453754,14.16030175,1.61E-45,9.26E-43,
ENSG00000171346,2822.022379,0.988941028,0.071983905,13.7383632,5.98E-43,2.85E-40,
ENSG00000130558,113.3590327,0.987720771,0.190835877,5.175760386,2.27E-07,5.66E-06,
ENSG00000164128,93.81122034,0.987183065,0.214257984,4.607450547,4.08E-06,7.70E-05,
ENSG00000179583,284.6782164,0.985634808,0.119123943,8.274027764,1.30E-16,1.13E-14,
ENSG00000100167,65.77929781,0.982741537,0.243681428,4.032894684,5.51E-05,0.00076176,
ENSG00000171303,281.4343754,0.981110055,0.132251523,7.418516089,1.18E-13,7.78E-12,
ENSG00000158525,44.46924703,0.979229793,0.313476441,3.123774759,0.001785471,0.014522311,
ENSG00000258702,38.83554033,0.976460193,0.322801552,3.024955078,0.002486701,0.019082435,
ENSG00000131187,152.4429743,0.970943044,0.162977142,5.957541221,2.56E-09,8.75E-08,
ENSG00000214049,13165.09261,0.967857536,0.051894347,18.65053875,1.25E-77,2.09E-74,
ENSG00000183837,50.0672972,0.965919978,0.297354862,3.248374597,0.001160664,0.010124938,
ENSG00000091490,2671.253539,0.964572933,0.052984371,18.20485766,4.72E-74,6.33E-71,
ENSG00000197043,555.7037345,0.962432909,0.093232018,10.32298698,5.55E-25,9.78E-23,
ENSG00000105650,75.15159485,0.956408288,0.232087573,4.120894012,3.77E-05,0.000547047,
ENSG00000230191,45.53848046,0.95083942,0.313267144,3.035235063,0.002403483,0.01859298,
ENSG00000176046,875.9768722,0.9492891,0.084458962,11.23964913,2.60E-29,6.08E-27,
ENSG00000007237,72.8064811,0.948707005,0.23153692,4.09743294,4.18E-05,0.000598306,
ENSG00000005187,32.8534604,0.943759572,0.34408035,2.742846467,0.006090916,0.039166813,
ENSG00000223722,94.80884879,0.943237226,0.199911548,4.718272839,2.38E-06,4.74E-05,
ENSG00000115226,66.23346374,0.941709415,0.24246874,3.883838449,0.00010282,0.001304077,
ENSG00000008735,302.3202303,0.941038797,0.120249646,7.825709468,5.05E-15,3.76E-13,
ENSG00000157350,53.71093257,0.939425026,0.269237399,3.489207032,0.000484456,0.004868793,
ENSG00000122176,203.8792318,0.934025494,0.141109719,6.61914359,3.61E-11,1.66E-09,
ENSG00000163531,95.97082647,0.933956695,0.206964866,4.512634028,6.40E-06,0.000114237,
ENSG00000163888,160.0110631,0.932479939,0.156721085,5.949932909,2.68E-09,9.15E-08,
ENSG00000164379,912.8699447,0.929020698,0.253494193,3.664859876,0.000247474,0.002736243,
ENSG00000085831,237.1718813,0.928096996,0.130987085,7.085408426,1.39E-12,7.74E-11,
ENSG00000062282,31.89790503,0.927859837,0.341807701,2.714566802,0.006636251,0.041833163,
ENSG00000149150,67.64996298,0.92447014,0.239593927,3.858487356,0.000114091,0.001421891,
ENSG00000213362,3691.696718,0.924160367,0.134312547,6.880670384,5.96E-12,3.07E-10,
ENSG00000142089,319.0434947,0.922561695,0.117141963,7.875586775,3.39E-15,2.60E-13,
ENSG00000115590,762.2603918,0.922296502,0.080681096,11.43138291,2.91E-30,7.32E-28,
ENSG00000019505,1043.735092,0.92026101,0.075566592,12.1781462,4.06E-34,1.26E-31,
ENSG00000143369,34.76488234,0.914200808,0.336764351,2.714660285,0.006634379,0.041833163,
ENSG00000184160,107.637782,0.911451528,0.208997229,4.361069915,1.29E-05,0.000212609,
ENSG00000235027,56.14301527,0.909743282,0.264517451,3.439256197,0.000583315,0.005674962,
ENSG00000105559,850.8576175,0.905503619,0.090308086,10.02682772,1.16E-23,1.93E-21,
ENSG00000198576,45.36170309,0.902006282,0.299769883,3.008995681,0.002621128,0.019991826,
ENSG00000171365,255.5937542,0.900773461,0.132201868,6.813621257,9.52E-12,4.76E-10,
ENSG00000128510,8209.888796,0.898945007,0.044606572,20.15274784,2.55E-90,6.39E-87,
ENSG00000175318,345.9863027,0.89868389,0.114446215,7.8524562,4.08E-15,3.07E-13,
ENSG00000084710,45.44871164,0.897164438,0.293061794,3.061349034,0.002203421,0.017298396,
ENSG00000158555,1915.192796,0.894773589,0.08469562,10.56457931,4.35E-26,8.24E-24,
ENSG00000104213,180.1067381,0.894644386,0.148863364,6.009835862,1.86E-09,6.50E-08,
ENSG00000161849,44.14413418,0.888008579,0.304231637,2.918856789,0.003513176,0.025198037,
ENSG00000265688,113.9029509,0.886732081,0.193973138,4.571416909,4.84E-06,8.97E-05,
ENSG00000009950,36.45765278,0.881992589,0.322618345,2.73385752,0.006259712,0.039988641,
ENSG00000260604,896.4802199,0.881973111,0.080025174,11.02119578,3.02E-28,6.45E-26,
ENSG00000104870,118.3965862,0.879514494,0.18783272,4.682434966,2.83E-06,5.56E-05,
ENSG00000238279,106.3958698,0.878621009,0.1944703,4.518021575,6.24E-06,0.000111667,
ENSG00000158825,226.1687974,0.86792301,0.133723003,6.490454059,8.56E-11,3.68E-09,
ENSG00000237264,5146.138085,0.866671514,0.146971956,5.896849552,3.71E-09,1.23E-07,
ENSG00000130517,533.4009947,0.863669514,0.094345025,9.154372618,5.47E-20,6.54E-18,
ENSG00000132932,586.5292974,0.859112905,0.100067337,8.585347972,9.06E-18,8.83E-16,
ENSG00000240476,45.36902159,0.856741109,0.29759606,2.878872482,0.003990997,0.027849644,
ENSG00000235823,139.3926362,0.856378914,0.174964155,4.894596344,9.85E-07,2.15E-05,
ENSG00000164124,99.37402229,0.854740358,0.208681776,4.095903224,4.21E-05,0.000601735,
ENSG00000179270,51.50406856,0.853899264,0.270945703,3.15155123,0.001624057,0.013421349,
ENSG00000137726,73.96214519,0.853843035,0.231015958,3.696034873,0.000218993,0.002474376,
ENSG00000157950,42.06831325,0.85286863,0.305077906,2.795576518,0.005180724,0.034364655,
ENSG00000188883,36.44684552,0.852354638,0.317535772,2.684279106,0.00726864,0.044945206,
ENSG00000106976,290.9746263,0.84979761,0.121165842,7.01350807,2.32E-12,1.24E-10,
ENSG00000137868,1190.468386,0.848572738,0.079551231,10.66699693,1.45E-26,2.86E-24,
ENSG00000175274,1473.145262,0.847860262,0.070194841,12.07866922,1.37E-33,4.17E-31,
ENSG00000107821,211.0827161,0.847538694,0.137924851,6.144931027,8.00E-10,2.95E-08,
ENSG00000136059,205.6044411,0.847409661,0.150349296,5.63627288,1.74E-08,5.29E-07,
ENSG00000232110,58.43100337,0.847072733,0.2700832,3.136339964,0.001710708,0.014016362,
ENSG00000176920,129.1846105,0.840926235,0.176875111,4.754350298,1.99E-06,4.03E-05,
ENSG00000133067,925.1566248,0.83887955,0.287903939,2.913748083,0.00357118,0.025541117,
ENSG00000213453,1544.863795,0.836644282,0.159820168,5.234910528,1.65E-07,4.19E-06,
ENSG00000215860,230.94201,0.835492287,0.143901446,5.806003417,6.40E-09,2.09E-07,
ENSG00000174059,47.59419213,0.835156115,0.289139762,2.888416692,0.003871866,0.027197826,
ENSG00000116661,612.9823153,0.833044345,0.097063135,8.582499893,9.28E-18,9.01E-16,
ENSG00000142102,47.50885566,0.831557889,0.305493272,2.722017027,0.00648848,0.041129189,
ENSG00000183128,62.10940914,0.830478542,0.273274966,3.038985068,0.002373766,0.018405621,
ENSG00000123364,131.7742863,0.830268867,0.170061643,4.882164217,1.05E-06,2.28E-05,
ENSG00000172935,67.48554565,0.829578849,0.240249217,3.452992942,0.000554404,0.005443776,
ENSG00000184156,440.0222524,0.829301664,0.101151832,8.19858274,2.43E-16,2.06E-14,
ENSG00000137648,236.1027013,0.828362476,0.146022265,5.672850477,1.40E-08,4.31E-07,
ENSG00000164591,41.32415804,0.825777398,0.306488262,2.69431982,0.007053245,0.043924269,
ENSG00000118960,628.9402487,0.825253307,0.085494779,9.652674941,4.79E-22,6.82E-20,
ENSG00000108813,66.01636046,0.823836509,0.239224928,3.443773678,0.000573656,0.005599972,
ENSG00000101187,233.3452025,0.822273492,0.13608301,6.042440507,1.52E-09,5.37E-08,
ENSG00000179761,115.8533063,0.820721198,0.189317688,4.335153288,1.46E-05,0.000235421,
ENSG00000111275,547.6995648,0.820671459,0.09517297,8.62294678,6.53E-18,6.39E-16,
ENSG00000261455,156.401081,0.820527606,0.163281619,5.025229495,5.03E-07,1.17E-05,
ENSG00000087245,148.9474475,0.818920974,0.180535783,4.536059065,5.73E-06,0.000103178,
ENSG00000227376,4198.578856,0.814318825,0.140324272,5.803121682,6.51E-09,2.12E-07,
ENSG00000065618,49.98392778,0.813138575,0.273311614,2.975133627,0.002928609,0.021821554,
ENSG00000131067,118.9974988,0.812342169,0.178529881,4.55017483,5.36E-06,9.75E-05,
ENSG00000168209,4785.62841,0.811514912,0.064491837,12.58321906,2.61E-36,9.05E-34,
ENSG00000101000,260.5356439,0.810993147,0.12488318,6.494014217,8.36E-11,3.60E-09,
ENSG00000165905,273.9803194,0.808287489,0.12576242,6.427098705,1.30E-10,5.47E-09,
ENSG00000117280,771.3647313,0.808007931,0.07922901,10.19838485,2.02E-24,3.49E-22,
ENSG00000157554,198.1433346,0.806486678,0.14273751,5.650138336,1.60E-08,4.89E-07,
ENSG00000215859,52.52337628,0.804920927,0.277208376,2.903667415,0.003688197,0.026154565,
ENSG00000008300,111.5590732,0.804684227,0.192464299,4.180953197,2.90E-05,0.000433714,
ENSG00000226564,13878.43591,0.804532924,0.070242685,11.45361862,2.26E-30,5.74E-28,
ENSG00000131746,3629.999496,0.803324281,0.067888337,11.83302347,2.63E-32,7.35E-30,
ENSG00000232187,12760.52492,0.802758148,0.063298735,12.68205678,7.44E-37,2.67E-34,
ENSG00000145358,223.4617563,0.802341068,0.181896741,4.410970008,1.03E-05,0.000173897,
ENSG00000124212,1917.059207,0.800710004,0.071693163,11.16856845,5.81E-29,1.34E-26,
ENSG00000237289,274.5216597,0.800343444,0.126326838,6.335498102,2.37E-10,9.43E-09,
ENSG00000105655,165.5523718,0.799949826,0.162135422,4.933837522,8.06E-07,1.79E-05,
ENSG00000106025,393.4580403,0.798053129,0.111626666,7.149305434,8.72E-13,4.98E-11,
ENSG00000188404,102.7685616,0.796551541,0.193926642,4.10748895,4.00E-05,0.000576034,
ENSG00000092758,91.58948557,0.796352477,0.202857522,3.925673897,8.65E-05,0.001126802,
ENSG00000174827,722.7301649,0.795343958,0.088502771,8.986656019,2.55E-19,2.84E-17,
ENSG00000178695,597.7742496,0.794578009,0.095056604,8.358998492,6.33E-17,5.65E-15,
ENSG00000239713,52.03517141,0.793891213,0.27263369,2.911933644,0.003591989,0.025644302,
ENSG00000159335,1716.156611,0.793434712,0.073482454,10.79760776,3.53E-27,7.17E-25,
ENSG00000154277,339.4136503,0.792841353,0.115876991,6.842094779,7.80E-12,3.96E-10,
ENSG00000154537,52.59277573,0.792582481,0.268584953,2.950956385,0.003167916,0.023227534,
ENSG00000105472,78.75785817,0.790263587,0.228024824,3.465691036,0.000528871,0.005246097,
ENSG00000120318,193.7802064,0.787202152,0.145784536,5.399764427,6.67E-08,1.82E-06,
ENSG00000183196,69.52328891,0.785713193,0.234623579,3.34882452,0.000811552,0.007509938,
ENSG00000138316,49.52226174,0.78536893,0.275432608,2.851401425,0.004352698,0.029895967,
ENSG00000090776,6032.130119,0.782817868,0.073777142,10.61057459,2.66E-26,5.14E-24,
ENSG00000106688,46.60901661,0.782474085,0.281536711,2.779296823,0.005447672,0.035759201,
ENSG00000176909,96.42698628,0.781209721,0.199057932,3.924534492,8.69E-05,0.001130682,
ENSG00000003989,1811.336591,0.778322611,0.066892067,11.63549944,2.72E-31,7.10E-29,
ENSG00000158458,156.9172588,0.778245371,0.157707969,4.934724461,8.03E-07,1.78E-05,
ENSG00000230204,2236.964739,0.777238346,0.065998209,11.77665818,5.15E-32,1.42E-29,
ENSG00000145362,89.46512739,0.777213632,0.207716114,3.741710831,0.000182772,0.00213068,
ENSG00000226818,60.89901226,0.773586244,0.255488857,3.027866868,0.002462866,0.018957535,
ENSG00000153132,139.0436503,0.773500517,0.178444525,4.334683385,1.46E-05,0.000235735,
ENSG00000221866,64.3343665,0.773466194,0.238914301,3.237421086,0.001206153,0.010459457,
ENSG00000110080,181.3056648,0.773024915,0.154194695,5.013304218,5.35E-07,1.23E-05,
ENSG00000223361,3745.968222,0.772679546,0.134110424,5.761517423,8.34E-09,2.65E-07,
ENSG00000246228,101.0098217,0.771430668,0.196816729,3.9195381,8.87E-05,0.001151396,
ENSG00000167711,48.76806916,0.769440654,0.279809667,2.74987159,0.005961862,0.038524868,
ENSG00000132688,115.3021479,0.76941944,0.188037968,4.091830207,4.28E-05,0.000609798,
ENSG00000141854,479.1170445,0.764531751,0.107939737,7.082949911,1.41E-12,7.84E-11,
ENSG00000177679,67.59849897,0.763675201,0.233871695,3.26535967,0.001093252,0.009633081,
ENSG00000077782,340.8320666,0.76241748,0.11550909,6.600497697,4.10E-11,1.86E-09,
