,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
ENSG00000177380,96.19693501,0.762216348,0.204277774,3.731274007,0.000190514,0.002198405,
ENSG00000175906,337.45976,0.759278423,0.120305887,6.311232486,2.77E-10,1.09E-08,
ENSG00000186765,261.219456,0.757366594,0.14438426,5.245492803,1.56E-07,3.98E-06,
ENSG00000131650,234.0297319,0.755340728,0.134387783,5.620605622,1.90E-08,5.73E-07,
ENSG00000131435,268.7444364,0.750158017,0.124099752,6.04479866,1.50E-09,5.31E-08,
ENSG00000160678,187.3383674,0.747945959,0.146729023,5.097464312,3.44E-07,8.32E-06,
ENSG00000168477,67.4884668,0.747007312,0.240997325,3.09964981,0.001937496,0.015531999,
ENSG00000124249,114.5421218,0.745854425,0.204518127,3.646886643,0.000265437,0.002910823,
ENSG00000105427,54.06083424,0.74568985,0.264211389,2.822322882,0.004767715,0.032098992,
ENSG00000163879,86.16862674,0.743220207,0.218076562,3.408070085,0.000654241,0.006278033,
ENSG00000174125,94.82287052,0.742482457,0.206258113,3.599773349,0.000318495,0.003392661,
ENSG00000134215,99.52460584,0.74086886,0.210541739,3.5188693,0.00043339,0.004414228,
ENSG00000101443,894.6026013,0.73981307,0.075518891,9.796397445,1.17E-22,1.79E-20,
ENSG00000100321,208.5561938,0.739652817,0.141211218,5.237918241,1.62E-07,4.14E-06,
ENSG00000099625,121.1561206,0.739053222,0.180819447,4.087244128,4.37E-05,0.000619126,
ENSG00000180881,57.17426916,0.737750666,0.261651981,2.819587546,0.004808541,0.032289516,
ENSG00000153029,105.4283049,0.736721325,0.19572985,3.763970219,0.000167237,0.001974023,
ENSG00000117984,7555.321072,0.735796524,0.06262847,11.74859485,7.18E-32,1.95E-29,
ENSG00000168528,4938.209946,0.735353922,0.065207846,11.27707732,1.70E-29,4.17E-27,
ENSG00000164627,107.9953649,0.734551508,0.191824243,3.829294446,0.000128511,0.001570432,
ENSG00000126217,93.67176502,0.734063868,0.19970965,3.675655478,0.00023724,0.002640522,
ENSG00000149131,255.8772302,0.733681344,0.131047811,5.598577651,2.16E-08,6.44E-07,
ENSG00000141971,404.2417988,0.733163111,0.111858222,6.554396253,5.59E-11,2.46E-09,
ENSG00000198910,10408.80283,0.731575817,0.047712681,15.33294291,4.61E-53,4.41E-50,
ENSG00000149403,50.95226011,0.731033204,0.266843425,2.739558614,0.006152174,0.039450106,
ENSG00000219507,10073.22113,0.729733179,0.04215779,17.30956913,3.98E-67,4.71E-64,
ENSG00000068078,232.7413039,0.726595848,0.161440172,4.500712799,6.77E-06,0.00012009,
ENSG00000106538,243.4999722,0.725500264,0.141533814,5.125985409,2.96E-07,7.30E-06,
ENSG00000135447,61.70679434,0.723290208,0.248688171,2.908422243,0.003632575,0.025833073,
ENSG00000137709,147.4065848,0.723240604,0.167292847,4.323200997,1.54E-05,0.00024696,
ENSG00000171840,54.4760917,0.720192433,0.26082086,2.761253192,0.005758002,0.03747271,
ENSG00000250303,208.4454547,0.718038225,0.138920572,5.168696134,2.36E-07,5.87E-06,
ENSG00000225169,692.7116072,0.716024832,0.099284152,7.211874374,5.52E-13,3.21E-11,
ENSG00000064309,302.4544212,0.715724239,0.11537931,6.203228637,5.53E-10,2.08E-08,
ENSG00000088881,69.57813558,0.715689443,0.250558049,2.85638177,0.004284996,0.029511677,
ENSG00000157064,672.473665,0.715155404,0.095257034,7.507638769,6.02E-14,4.09E-12,
ENSG00000188322,305.6874052,0.714815403,0.12381421,5.773290479,7.77E-09,2.51E-07,
ENSG00000240771,195.2370469,0.713156855,0.150035815,4.753244105,2.00E-06,4.05E-05,
ENSG00000196391,67.62808043,0.712929333,0.240916342,2.959240237,0.003083986,0.022753314,
ENSG00000165804,1071.678009,0.712528789,0.078398196,9.088586531,1.00E-19,1.18E-17,
ENSG00000125144,83.06059752,0.711595167,0.214129567,3.323199017,0.000889914,0.008115466,
ENSG00000131389,1013.897511,0.710994083,0.075665522,9.396539766,5.64E-21,7.45E-19,
ENSG00000260328,154.6708614,0.710149723,0.18500381,3.838568092,0.000123754,0.001528098,
ENSG00000132016,137.832629,0.708839887,0.170237229,4.163835912,3.13E-05,0.000464333,
ENSG00000105707,165.213181,0.708766125,0.157674528,4.495121274,6.95E-06,0.000122833,
ENSG00000223572,279.8511958,0.708227063,0.123948425,5.713885152,1.10E-08,3.43E-07,
ENSG00000167780,126.4120777,0.706403373,0.172735391,4.089511533,4.32E-05,0.000614618,
ENSG00000242960,4546.410351,0.70621647,0.048238217,14.64018606,1.56E-48,1.08E-45,
ENSG00000170190,530.5274799,0.705830237,0.09430755,7.484344985,7.19E-14,4.83E-12,
ENSG00000197943,1071.261804,0.70408745,0.07351494,9.577474281,9.94E-22,1.38E-19,
ENSG00000248538,197.5056604,0.703852068,0.144264656,4.878894707,1.07E-06,2.31E-05,
ENSG00000136999,910.575193,0.703249187,0.074627123,9.423506625,4.36E-21,5.84E-19,
ENSG00000124593,70.44464962,0.702788051,0.234017832,3.003138887,0.002672105,0.020280537,
ENSG00000163462,62.95560549,0.702346165,0.240490995,2.920467631,0.003495065,0.025095017,
ENSG00000204396,136.9929052,0.699787428,0.166489315,4.203197229,2.63E-05,0.000398426,
ENSG00000173269,593.7471426,0.697037271,0.089069613,7.825758351,5.05E-15,3.76E-13,
ENSG00000105255,62.71935203,0.689020737,0.244026827,2.823545044,0.004749575,0.032009045,
ENSG00000005102,63.22281656,0.687876623,0.25233711,2.726022434,0.006410264,0.040715209,
ENSG00000105649,93.95295452,0.686827212,0.202366152,3.393982662,0.000688841,0.006546245,
ENSG00000105516,297.4612613,0.686627618,0.138931721,4.942194726,7.72E-07,1.73E-05,
ENSG00000177606,6462.887816,0.68375344,0.074197721,9.215289012,3.10E-20,3.83E-18,
ENSG00000231419,504.8090486,0.682218187,0.093818334,7.271693715,3.55E-13,2.15E-11,
ENSG00000164105,81.81374832,0.682003103,0.231626479,2.944409054,0.00323572,0.023595507,
ENSG00000147027,106.2580095,0.681894684,0.193047076,3.532271493,0.000412006,0.004227376,
ENSG00000126709,68.2847925,0.681510559,0.240021822,2.839369159,0.004520283,0.030794331,
ENSG00000240370,72.12916544,0.6810974,0.226953712,3.00104102,0.002690583,0.020389972,
ENSG00000167994,178.7286572,0.680513502,0.148905245,4.57011104,4.87E-06,9.02E-05,
ENSG00000184497,57.58853466,0.679806665,0.250344489,2.715484842,0.006617881,0.041743554,
ENSG00000108309,109.4783021,0.679806135,0.187815756,3.619537298,0.00029513,0.0031843,
ENSG00000150873,100.1467097,0.679523326,0.207796136,3.270144186,0.001074927,0.00952661,
ENSG00000173825,85.64944143,0.677302703,0.215552923,3.142164315,0.001677039,0.01379677,
ENSG00000206337,84.34340106,0.677280044,0.224037382,3.023067125,0.002502267,0.019172597,
ENSG00000242992,258.2432246,0.676163549,0.146138766,4.626859573,3.71E-06,7.06E-05,
ENSG00000007038,828.4590229,0.67590936,0.078934973,8.56286304,1.10E-17,1.05E-15,
ENSG00000158292,195.599225,0.675055194,0.146673555,4.602432895,4.18E-06,7.84E-05,
ENSG00000187867,184.9117671,0.674257343,0.148106358,4.552521251,5.30E-06,9.65E-05,
ENSG00000223573,64.26111552,0.674157198,0.243027403,2.773996635,0.005537225,0.03628909,
ENSG00000230937,1142.898354,0.670654084,0.075198056,8.918503001,4.73E-19,5.16E-17,
ENSG00000185519,81.07471698,0.670628238,0.229337634,2.924196195,0.00345347,0.024849647,
ENSG00000183828,515.0846245,0.670431979,0.092125319,7.277391158,3.40E-13,2.08E-11,
ENSG00000129455,513.6138867,0.667459614,0.094827758,7.038652304,1.94E-12,1.05E-10,
ENSG00000072422,240.6909287,0.662594105,0.142107299,4.662632467,3.12E-06,6.08E-05,
ENSG00000126752,124.413365,0.662161522,0.211583652,3.12954954,0.001750745,0.01428614,
ENSG00000116990,147.8023719,0.66161306,0.169809401,3.896209847,9.77E-05,0.001251108,
ENSG00000113763,228.3974106,0.66074438,0.132682567,4.979888434,6.36E-07,1.45E-05,
ENSG00000167996,19522.86256,0.659298484,0.126796583,5.199654983,2.00E-07,5.02E-06,
ENSG00000125845,503.9090901,0.659171586,0.109200959,6.036316796,1.58E-09,5.57E-08,
ENSG00000108828,6580.461119,0.659118897,0.047659285,13.82981081,1.68E-43,8.46E-41,
ENSG00000164932,110.7965936,0.657327588,0.189543427,3.467952427,0.00052444,0.005216293,
ENSG00000157303,385.1039874,0.655036964,0.107699512,6.082079216,1.19E-09,4.28E-08,
ENSG00000144857,349.4612679,0.653162783,0.150192658,4.348832987,1.37E-05,0.00022282,
ENSG00000104808,98.7116641,0.652785431,0.205246013,3.180502375,0.001470199,0.012322196,
ENSG00000165029,150.4729726,0.65179646,0.173718194,3.752033371,0.000175406,0.002051169,
ENSG00000106123,148.620805,0.650161012,0.173994648,3.736672466,0.000186472,0.002160446,
ENSG00000259000,347.7504755,0.648108622,0.114465219,5.662057243,1.50E-08,4.57E-07,
ENSG00000182326,65.44461892,0.646922466,0.24176226,2.675862084,0.007453731,0.045835769,
ENSG00000205403,129.975203,0.644267337,0.189684097,3.396527954,0.000682466,0.006501499,
ENSG00000188783,136.5835141,0.644164017,0.17868958,3.604933298,0.000312233,0.00333303,
ENSG00000148175,76.8825968,0.642499045,0.226650628,2.83475519,0.004586081,0.031115966,
ENSG00000197956,27002.7586,0.64164737,0.051666224,12.41908777,2.06E-35,6.78E-33,
ENSG00000197635,96.34414518,0.64087664,0.196149221,3.267291284,0.001085819,0.009597054,
ENSG00000088899,895.151651,0.640168611,0.075121684,8.521755351,1.57E-17,1.49E-15,
ENSG00000148204,857.882281,0.639818969,0.109281938,5.854754942,4.78E-09,1.57E-07,
ENSG00000114796,1087.9922,0.639325567,0.0724498,8.824393871,1.10E-18,1.17E-16,
ENSG00000234975,6168.005052,0.638866743,0.177156873,3.606220474,0.000310689,0.003321845,
ENSG00000096433,7210.336906,0.636820888,0.052924749,12.03257259,2.40E-33,7.08E-31,
ENSG00000100346,154.3706251,0.636630389,0.163271481,3.89921366,9.65E-05,0.001237267,
ENSG00000150995,188.4654518,0.63588789,0.141838159,4.483193331,7.35E-06,0.000129022,
ENSG00000161682,463.7205086,0.635276238,0.114338401,5.556105687,2.76E-08,8.07E-07,
ENSG00000196754,553.4246815,0.635115956,0.096537906,6.578928255,4.74E-11,2.12E-09,
ENSG00000162390,135.2970014,0.634521179,0.167219699,3.794536064,0.00014792,0.001773096,
ENSG00000100968,1084.297684,0.634424092,0.072261723,8.779531728,1.64E-18,1.72E-16,
ENSG00000174327,202.7477658,0.633460323,0.149762374,4.229769515,2.34E-05,0.000359302,
ENSG00000271738,428.1333417,0.630783839,0.099318189,6.351141194,2.14E-10,8.62E-09,
ENSG00000165125,211.8102414,0.630249765,0.146319975,4.307339205,1.65E-05,0.000264079,
ENSG00000243279,386.1303465,0.62935886,0.105219292,5.98140178,2.21E-09,7.65E-08,
ENSG00000204934,143.8400512,0.628633488,0.161980378,3.880923694,0.00010406,0.001314001,
ENSG00000184481,473.6103052,0.627817421,0.096183288,6.527302529,6.70E-11,2.94E-09,
ENSG00000128340,118.1833497,0.627704757,0.177493393,3.536496469,0.000405472,0.0041774,
ENSG00000235278,66.54693962,0.626798119,0.237463182,2.639559173,0.008301393,0.049872902,
ENSG00000103260,1703.753183,0.625635541,0.073056244,8.563751827,1.09E-17,1.05E-15,
ENSG00000119669,6338.863368,0.623742824,0.063284611,9.85615331,6.45E-23,1.01E-20,
ENSG00000168081,695.3184722,0.622230408,0.097783624,6.363339622,1.97E-10,8.04E-09,
ENSG00000197283,333.5339295,0.620961012,0.112087466,5.539968307,3.03E-08,8.78E-07,
ENSG00000165388,305.2945514,0.620959222,0.116003048,5.352956095,8.65E-08,2.30E-06,
ENSG00000254615,263.6642557,0.618417126,0.128724086,4.804206788,1.55E-06,3.23E-05,
ENSG00000123243,95.75570388,0.617866041,0.221564816,2.788646913,0.005292874,0.034966731,
ENSG00000179913,370.29587,0.617812397,0.112103795,5.511074791,3.57E-08,1.03E-06,
ENSG00000160716,135.5136762,0.61510898,0.169518312,3.628569512,0.000284996,0.003093231,
ENSG00000155265,206.6894565,0.615034448,0.13908949,4.421861422,9.79E-06,0.000166216,
ENSG00000187094,385.3296558,0.613979783,0.110127596,5.575167379,2.47E-08,7.26E-07,
ENSG00000111348,508.934447,0.613462273,0.098610082,6.221090767,4.94E-10,1.87E-08,
ENSG00000198246,1051.064409,0.612040488,0.082392678,7.428335904,1.10E-13,7.24E-12,
ENSG00000157570,319.7422493,0.611438215,0.126354207,4.839080796,1.30E-06,2.78E-05,
ENSG00000090661,160.5340951,0.610493767,0.170024889,3.590614126,0.0003299,0.00349746,
ENSG00000177508,4018.32871,0.610175405,0.055662821,10.96199213,5.82E-28,1.23E-25,
ENSG00000170485,202.3039107,0.608106947,0.142724654,4.260700111,2.04E-05,0.000318111,
ENSG00000107331,816.7092682,0.606731908,0.082014356,7.397874402,1.38E-13,8.91E-12,
ENSG00000271266,2313.824825,0.605307067,0.067914526,8.912777573,4.98E-19,5.40E-17,
ENSG00000164713,1587.409169,0.603867535,0.065762624,9.182534137,4.21E-20,5.13E-18,
ENSG00000141576,134.8582337,0.60382221,0.170877666,3.53365203,0.00040986,0.00421419,
ENSG00000120885,136.8476741,0.60320795,0.184697746,3.26591938,0.001091093,0.009621147,
ENSG00000100867,390.4699549,0.603086123,0.104561622,5.767757925,8.03E-09,2.57E-07,
ENSG00000125384,1096.680162,0.602354314,0.076616925,7.861896234,3.78E-15,2.86E-13,
ENSG00000173212,309.5754331,0.602209182,0.118864551,5.066348016,4.06E-07,9.60E-06,
ENSG00000127561,315.7407879,0.60100326,0.120089127,5.004643429,5.60E-07,1.29E-05,
ENSG00000133488,92.10130304,0.60086924,0.207395083,2.897220283,0.003764853,0.026604255,
ENSG00000158828,510.8897941,0.599499074,0.103261411,5.805644781,6.41E-09,2.09E-07,
ENSG00000242364,259.2080338,0.59845676,0.132379736,4.520758075,6.16E-06,0.00011043,
ENSG00000159403,291.3794853,0.596295338,0.125921778,4.735442489,2.19E-06,4.39E-05,
ENSG00000090013,383.2544742,0.595834084,0.103502838,5.756693205,8.58E-09,2.71E-07,
ENSG00000054219,73.21852994,0.595641054,0.22464482,2.651479139,0.008014006,0.048596857,
ENSG00000071967,981.7767753,0.595474685,0.07791277,7.642838075,2.12E-14,1.51E-12,
ENSG00000198125,123.0811001,0.594453768,0.181845604,3.269002693,0.001079273,0.009553717,
ENSG00000074219,218.8143531,0.593560179,0.134928417,4.399074656,1.09E-05,0.000182919,
ENSG00000167971,235.7387438,0.591877326,0.128278519,4.614001856,3.95E-06,7.48E-05,
ENSG00000198892,546.8095309,0.591040677,0.0932692,6.336933089,2.34E-10,9.36E-09,
ENSG00000173930,213.7432376,0.59100293,0.140747301,4.199035609,2.68E-05,0.000405208,
ENSG00000107736,75.98958266,0.590524771,0.221895852,2.661269979,0.007784651,0.047449526,
ENSG00000230798,97.06444004,0.588352978,0.200272731,2.937758799,0.003305941,0.023985684,
ENSG00000170271,190.2021366,0.587474853,0.144583781,4.063214073,4.84E-05,0.000679042,
ENSG00000161011,6720.09307,0.586640351,0.04270531,13.7369418,6.10E-43,2.85E-40,
ENSG00000139266,744.8690171,0.584493824,0.080490529,7.261647197,3.82E-13,2.29E-11,
ENSG00000090971,828.1149932,0.584335384,0.078889061,7.40705204,1.29E-13,8.39E-12,
ENSG00000103253,620.6309875,0.583897848,0.093558887,6.240966188,4.35E-10,1.67E-08,
ENSG00000100979,573.8998614,0.581739119,0.09139062,6.365413889,1.95E-10,7.95E-09,
ENSG00000128165,152.4722772,0.580746227,0.161534731,3.595178719,0.000324169,0.00344762,
ENSG00000144369,660.0646315,0.579695763,0.082340393,7.040235556,1.92E-12,1.04E-10,
ENSG00000128266,226.4306145,0.579413941,0.143428861,4.039730466,5.35E-05,0.000741427,
ENSG00000163683,135.2002206,0.577457459,0.167662771,3.444160292,0.000572836,0.005594689,
ENSG00000164794,333.145689,0.573525131,0.113826149,5.038606108,4.69E-07,1.09E-05,
ENSG00000137486,282.8255165,0.573337276,0.125644142,4.563183502,5.04E-06,9.25E-05,
ENSG00000138111,355.7673459,0.572875477,0.114524508,5.002208568,5.67E-07,1.30E-05,
ENSG00000159164,1621.32621,0.572628237,0.062328232,9.187301198,4.03E-20,4.93E-18,
ENSG00000148655,88.8805074,0.572535,0.214536012,2.6687128,0.007614253,0.046665753,
ENSG00000167371,101.9980847,0.571278237,0.192023382,2.975045176,0.002929454,0.021821554,
ENSG00000224701,82.40981468,0.571113958,0.213920526,2.669748288,0.007590813,0.046564711,
ENSG00000069424,260.1322272,0.570533846,0.126574086,4.507509122,6.56E-06,0.000116927,
ENSG00000183486,125.3680754,0.569802497,0.174943561,3.257064703,0.001125708,0.009867132,
ENSG00000260230,78.16819249,0.568532904,0.214919849,2.645325259,0.008161243,0.049251837,
ENSG00000089723,263.1721753,0.568216998,0.123143554,4.614265058,3.94E-06,7.48E-05,
ENSG00000105613,104.6646841,0.568116357,0.196535369,2.890657088,0.003844373,0.027052001,
ENSG00000165300,117.3204978,0.568109462,0.183415411,3.097392196,0.001952314,0.015632518,
ENSG00000092096,267.3816258,0.567497216,0.128083238,4.430690749,9.39E-06,0.000159923,
ENSG00000224763,217.9041033,0.566861875,0.141573016,4.004024859,6.23E-05,0.000847616,
ENSG00000254793,198.2505218,0.566684998,0.143153168,3.958592093,7.54E-05,0.001001086,
ENSG00000196189,256.7377745,0.566280554,0.125758882,4.502907032,6.70E-06,0.000119066,
ENSG00000130294,257.1796292,0.566118168,0.127158596,4.452063694,8.50E-06,0.000146412,
ENSG00000170423,91.12241681,0.564263681,0.202628086,2.784725908,0.005357299,0.035311067,
ENSG00000107872,415.4656807,0.562940799,0.102741771,5.479181366,4.27E-08,1.21E-06,
ENSG00000111110,1700.492491,0.562860008,0.060443313,9.312196575,1.25E-20,1.60E-18,
ENSG00000117115,232.7243629,0.560943091,0.136179018,4.119159475,3.80E-05,0.000550432,
ENSG00000236942,271.3561589,0.559749927,0.124200467,4.506826284,6.58E-06,0.000117096,
ENSG00000101255,1562.033563,0.558494649,0.079629504,7.013664776,2.32E-12,1.24E-10,
ENSG00000108984,180.7802329,0.55719672,0.150020935,3.71412644,0.000203907,0.002331524,
ENSG00000130193,463.4559782,0.556552714,0.105391008,5.28083679,1.29E-07,3.30E-06,
ENSG00000088543,120.418089,0.556495317,0.1753232,3.174111101,0.001502961,0.012554884,
ENSG00000166780,2070.884863,0.555550194,0.058447766,9.50507148,2.00E-21,2.75E-19,
ENSG00000237517,99.18331056,0.555322559,0.195063366,2.846882886,0.00441496,0.03025121,
ENSG00000172731,617.5921625,0.554953063,0.091944526,6.035737921,1.58E-09,5.58E-08,
ENSG00000147251,261.7025503,0.554397011,0.13181889,4.205747847,2.60E-05,0.000394851,
ENSG00000141574,643.8452701,0.553900705,0.096629034,5.732238871,9.91E-09,3.11E-07,
ENSG00000116128,2471.743138,0.553531724,0.067781506,8.166412253,3.18E-16,2.68E-14,
ENSG00000103202,2146.025468,0.553334892,0.055658761,9.941559665,2.74E-23,4.45E-21,
ENSG00000163083,6825.740573,0.552842524,0.056590953,9.769097254,1.53E-22,2.31E-20,
ENSG00000073849,745.5028661,0.551907028,0.089492297,6.167089738,6.96E-10,2.57E-08,
ENSG00000079462,594.3004075,0.549949457,0.090051375,6.10706337,1.01E-09,3.70E-08,
ENSG00000180592,314.5881668,0.548294452,0.112581876,4.870184007,1.11E-06,2.41E-05,
ENSG00000100889,1317.36027,0.54789106,0.064781652,8.457503676,2.73E-17,2.55E-15,
ENSG00000259770,342.5405016,0.547848401,0.114314309,4.792474428,1.65E-06,3.39E-05,
ENSG00000161277,152.9271586,0.546751048,0.158569269,3.448026538,0.000564699,0.005523691,
ENSG00000010626,120.294185,0.546472175,0.185848731,2.940413816,0.003277742,0.023832729,
ENSG00000069011,2945.365177,0.546306797,0.072801246,7.504085833,6.19E-14,4.18E-12,
ENSG00000159784,99.27879637,0.545924129,0.204964372,2.663507434,0.00773307,0.047221089,
ENSG00000130224,285.8363865,0.545841617,0.124028914,4.400922315,1.08E-05,0.00018152,
ENSG00000128694,181.7310981,0.544574583,0.146337822,3.721352244,0.000198159,0.002272266,
ENSG00000198816,1277.741434,0.544399194,0.073978115,7.358922188,1.85E-13,1.19E-11,
ENSG00000091622,511.1631365,0.54379482,0.094419927,5.759322604,8.45E-09,2.68E-07,
ENSG00000105329,856.5681098,0.543082178,0.089260028,6.084270766,1.17E-09,4.24E-08,
ENSG00000135083,555.4429809,0.542906455,0.100693078,5.391695873,6.98E-08,1.90E-06,
ENSG00000167549,181.5603273,0.54087169,0.146135713,3.701160223,0.000214616,0.002434576,
ENSG00000119899,224.5681026,0.539025068,0.131816696,4.089201771,4.33E-05,0.000615004,
ENSG00000167183,310.0365095,0.538894597,0.129804157,4.151597371,3.30E-05,0.000485576,
ENSG00000175556,170.3542913,0.537497546,0.152281159,3.529639195,0.000416127,0.004265299,
ENSG00000179294,392.7450687,0.536557786,0.108377973,4.950801098,7.39E-07,1.67E-05,
ENSG00000182704,1080.309219,0.536186784,0.081202599,6.603074203,4.03E-11,1.84E-09,
ENSG00000186603,464.0873604,0.53593507,0.099486656,5.387004559,7.16E-08,1.94E-06,
ENSG00000072310,4048.713385,0.535694826,0.053458979,10.02067069,1.24E-23,2.04E-21,
ENSG00000166340,1292.864205,0.535076245,0.072782793,7.351686102,1.96E-13,1.25E-11,
ENSG00000126432,4196.223057,0.534932711,0.048420985,11.04753886,2.25E-28,4.92E-26,
ENSG00000134508,1917.723813,0.534870452,0.061126276,8.750254177,2.13E-18,2.20E-16,
ENSG00000233980,171.6821286,0.534430682,0.154065481,3.468854151,0.000522683,0.0052061,
ENSG00000067167,11314.97865,0.534411149,0.047926605,11.15061559,7.11E-29,1.62E-26,
ENSG00000154803,494.8073298,0.534009865,0.093447273,5.714558065,1.10E-08,3.43E-07,
ENSG00000250479,535.615205,0.533210048,0.091862453,5.8044395,6.46E-09,2.10E-07,
ENSG00000183010,1011.631088,0.532642714,0.082874063,6.427134076,1.30E-10,5.47E-09,
ENSG00000056487,91.18820711,0.531392411,0.20054076,2.649797535,0.008054002,0.048721741,
ENSG00000026025,332.8369076,0.531022217,0.109651108,4.842834917,1.28E-06,2.74E-05,
ENSG00000059804,108.4583166,0.530623508,0.189395472,2.801669453,0.005083893,0.033842087,
ENSG00000180340,1166.452842,0.530507291,0.073415639,7.226080105,4.97E-13,2.93E-11,
ENSG00000136002,276.2245845,0.530099511,0.128551778,4.123626444,3.73E-05,0.000540985,
ENSG00000072071,3248.296955,0.530019398,0.063462401,8.35170728,6.73E-17,5.98E-15,
ENSG00000197249,256.2516041,0.529951444,0.129077945,4.105669989,4.03E-05,0.000579755,
ENSG00000107719,245.6113668,0.52907387,0.127104344,4.162516021,3.15E-05,0.000466337,
ENSG00000254479,614.6222631,0.527978061,0.096858664,5.451015335,5.01E-08,1.39E-06,
ENSG00000221930,318.2784857,0.527600543,0.111393433,4.736370274,2.18E-06,4.38E-05,
ENSG00000167600,1066.013883,0.527402195,0.08005304,6.588159511,4.45E-11,2.00E-09,
ENSG00000164733,5635.774132,0.527401584,0.053194898,9.914514381,3.60E-23,5.79E-21,
ENSG00000144366,297.1071709,0.526918182,0.119177757,4.421279566,9.81E-06,0.000166486,
ENSG00000225462,624.4951271,0.526788802,0.091041572,5.786244554,7.20E-09,2.33E-07,
ENSG00000179314,100.7701469,0.526373509,0.191457214,2.749300987,0.005972252,0.038567193,
ENSG00000072041,1041.942487,0.524460373,0.074953802,6.997115005,2.61E-12,1.39E-10,
ENSG00000104341,35946.83307,0.524277275,0.036566208,14.33775345,1.27E-46,7.98E-44,
ENSG00000173511,1889.445559,0.524261481,0.062327622,8.411382742,4.05E-17,3.68E-15,
ENSG00000105409,686.1976885,0.523922193,0.080675028,6.494230059,8.35E-11,3.60E-09,
ENSG00000101986,865.8361415,0.522141256,0.085637364,6.097119692,1.08E-09,3.92E-08,
ENSG00000232098,199.4681612,0.521523383,0.141693288,3.680649871,0.00023264,0.002599412,
ENSG00000130054,170.7350576,0.520386191,0.152335418,3.416055158,0.000635354,0.006121946,
ENSG00000170296,270.9609431,0.520239605,0.128296846,4.054967986,5.01E-05,0.000700025,
ENSG00000177181,295.651998,0.51755557,0.119259139,4.339756054,1.43E-05,0.000230961,
ENSG00000213699,4851.737356,0.517033637,0.053515728,9.661339853,4.40E-22,6.36E-20,
ENSG00000140853,378.908641,0.516782157,0.107739547,4.796587414,1.61E-06,3.34E-05,
ENSG00000007944,224.2719167,0.51564221,0.137265106,3.756542539,0.000172277,0.002020458,
ENSG00000132563,534.8885701,0.515069718,0.089579681,5.749849883,8.93E-09,2.82E-07,
ENSG00000246582,122.3273624,0.514757129,0.178526179,2.883370556,0.003934443,0.027531509,
ENSG00000053254,720.7479769,0.514308088,0.083364249,6.169408287,6.85E-10,2.54E-08,
ENSG00000113552,1763.051429,0.512895045,0.057855425,8.865115777,7.64E-19,8.21E-17,
ENSG00000167702,528.1360818,0.512061858,0.095842828,5.342724822,9.16E-08,2.42E-06,
ENSG00000165140,1037.710275,0.511902745,0.072725178,7.03886544,1.94E-12,1.05E-10,
ENSG00000143878,2775.82935,0.511417987,0.0719276,7.110177272,1.16E-12,6.54E-11,
ENSG00000135116,573.7602808,0.510000549,0.09541136,5.345281194,9.03E-08,2.39E-06,
ENSG00000228594,399.4170698,0.509928724,0.106202962,4.80145484,1.58E-06,3.28E-05,
ENSG00000234115,988.113826,0.509799841,0.07574327,6.730628929,1.69E-11,8.18E-10,
ENSG00000110881,188.2400891,0.509712928,0.142111459,3.586712375,0.000334873,0.003537458,
ENSG00000087842,156.3210599,0.509553239,0.165357635,3.081522306,0.00205945,0.016405377,
ENSG00000170745,1004.288915,0.509359597,0.074416605,6.844703504,7.66E-12,3.91E-10,
ENSG00000163898,162.4850703,0.508797198,0.160506113,3.169955265,0.001524624,0.01269888,
ENSG00000178718,2354.248362,0.50833907,0.058872217,8.634617485,5.89E-18,5.83E-16,
ENSG00000244509,429.0074898,0.507425824,0.097589813,5.199577767,2.00E-07,5.02E-06,
ENSG00000257151,168.4933748,0.504801159,0.158037372,3.194188512,0.001402245,0.011831628,
ENSG00000179242,959.9927254,0.50424973,0.07572362,6.659081143,2.76E-11,1.30E-09,
ENSG00000229991,837.7227022,0.504022919,0.084170566,5.988113721,2.12E-09,7.37E-08,
ENSG00000107798,1558.20839,0.503994312,0.066557386,7.572327285,3.67E-14,2.54E-12,
ENSG00000103876,228.2717674,0.503374119,0.133907585,3.759115808,0.000170515,0.00200213,
ENSG00000081087,583.8573877,0.503028834,0.087168761,5.770746645,7.89E-09,2.54E-07,
ENSG00000137440,3255.904404,0.502469034,0.079181738,6.345769178,2.21E-10,8.89E-09,
ENSG00000182584,182.1315948,0.501593522,0.153792386,3.261497748,0.001108253,0.009731121,
ENSG00000179085,252.4750021,0.501029494,0.126107707,3.973028325,7.10E-05,0.000948556,
ENSG00000237008,4959.017205,0.500673421,0.05629404,8.893897569,5.90E-19,6.37E-17,
ENSG00000170500,4595.146527,0.500550642,0.046922195,10.66767331,1.44E-26,2.86E-24,
ENSG00000142632,250.6080244,0.500370633,0.126898529,3.943076692,8.04E-05,0.001057656,
ENSG00000185215,17624.97202,0.499454483,0.044970622,11.10623925,1.17E-28,2.64E-26,
ENSG00000176170,509.1197989,0.498819238,0.101045689,4.936571185,7.95E-07,1.77E-05,
ENSG00000189410,125.7164378,0.498723354,0.1834455,2.718645882,0.006554974,0.041463928,
ENSG00000124920,126.5048347,0.498652613,0.173697696,2.870807296,0.00409425,0.028412259,
ENSG00000101098,956.6236846,0.498082686,0.07586235,6.565611069,5.18E-11,2.30E-09,
